material_id,m3gnet_energy,m3gnet_volume,n_sites,e_form_per_atom_m3gnet,e_form_per_atom_m3gnet_uncorrected,e_form_per_atom_m3gnet_megnet_old,e_form_per_atom_m3gnet_megnet
wbm-3-20720,-30.6109,115.224,6,-0.667,-0.667,-0.6171,-0.6171
wbm-3-20721,-61.5601,223.6019,12,-0.6951,-0.6951,-0.6613,-0.6613
wbm-3-20722,-22.1673,121.6756,6,0.1301,0.1301,0.0835,0.0835
wbm-3-20723,-62.5324,268.2648,12,-0.6583,-0.6583,-0.6646,-0.6646
wbm-3-20724,-62.4543,260.051,12,-0.6518,-0.6518,-0.6018,-0.6018
wbm-3-20725,-61.0167,216.2351,12,-0.6703,-0.6703,-0.6459,-0.6459
wbm-3-20726,-30.5083,108.0187,6,-0.6703,-0.6703,-0.6465,-0.6465
wbm-3-20727,-61.0935,213.517,12,-0.6767,-0.6767,-0.6565,-0.6565
wbm-3-20728,-29.9387,63.9527,4,-0.2535,-0.2535,-0.0531,-0.0531
wbm-3-20729,-38.9372,91.8478,6,-0.215,-0.215,-0.1837,-0.1837
wbm-3-20730,-30.8743,127.8233,6,-0.649,-0.649,-0.6087,-0.6087
wbm-3-20731,-61.8925,251.0596,12,-0.6609,-0.6609,-0.6564,-0.6564
wbm-3-20732,-30.9462,125.5371,6,-0.6609,-0.6609,-0.6562,-0.6562
wbm-3-20733,-61.8924,250.8899,12,-0.6609,-0.6609,-0.6563,-0.6563
wbm-3-20734,-43.0714,120.3164,6,0.0448,0.0448,0.0032,0.0032
wbm-3-20735,-85.9838,217.3254,12,0.058,0.058,0.0845,0.0845
wbm-3-20736,-43.0803,120.5053,6,0.0433,0.0433,0.002,0.002
wbm-3-20737,-87.2038,217.5699,12,-0.0436,-0.0436,0.1068,0.1068
wbm-3-20738,-41.2163,115.5126,8,-0.3815,-0.3815,-0.3362,-0.3362
wbm-3-20739,-30.8423,131.0558,6,-0.6394,-0.6394,-0.5915,-0.5915
wbm-3-20740,-61.7898,257.2452,12,-0.6481,-0.6481,-0.6433,-0.6433
wbm-3-20741,-61.7897,257.2318,12,-0.6481,-0.6481,-0.6433,-0.6433
wbm-3-20742,-37.7531,91.87,4,-0.1238,-0.1238,-0.0225,-0.0225
wbm-3-20743,-45.9281,123.1281,6,0.0086,0.0086,-0.2972,-0.2972
wbm-3-20744,-91.8722,247.9144,12,0.0073,0.0073,-0.2048,-0.2048
wbm-3-20745,-54.7364,107.4946,8,-0.0243,-0.0243,-0.0131,-0.0131
wbm-3-20746,-30.8528,123.7128,6,-0.6619,-0.6619,-0.62,-0.62
wbm-3-20747,-61.8855,242.2986,12,-0.6769,-0.6769,-0.6581,-0.6581
wbm-3-20748,-30.9426,121.1447,6,-0.6768,-0.6768,-0.659,-0.659
wbm-3-20749,-23.3856,140.0428,6,-0.427,-0.427,-0.4207,-0.4207
wbm-3-20750,-23.3942,139.3121,6,-0.4285,-0.4285,-0.4379,-0.4379
wbm-3-20751,-46.7932,279.1631,12,-0.4289,-0.4289,-0.4313,-0.4313
wbm-3-20752,-46.6195,263.0549,12,-0.4144,-0.4144,-0.3833,-0.3833
wbm-3-20753,-114.173,199.5605,12,-0.1555,-0.1555,-0.1614,-0.1614
wbm-3-20754,-42.0694,89.8951,6,-0.1516,-0.1516,-0.1856,-0.1856
wbm-3-20755,-30.6811,118.1984,6,-0.6613,-0.6613,-0.6208,-0.6208
wbm-3-20756,-61.6988,229.9484,12,-0.6894,-0.6894,-0.6612,-0.6612
wbm-3-20757,-30.8493,114.9962,6,-0.6894,-0.6894,-0.6611,-0.6611
wbm-3-20758,-36.1456,126.7713,6,-0.6456,-0.6456,-0.6114,-0.6114
wbm-3-20759,-72.4642,250.201,12,-0.66,-0.66,-0.6339,-0.6339
wbm-3-20760,-30.3224,112.8311,6,-0.6544,-0.6544,-0.6041,-0.6041
wbm-3-20761,-61.0289,219.1167,12,-0.6864,-0.6864,-0.6537,-0.6537
wbm-3-20762,-61.426,163.739,9,-0.1539,-0.1539,0.0873,0.0873
wbm-3-20763,-81.9887,223.8245,12,-0.1612,-0.1612,-0.0935,-0.0935
wbm-3-20764,-40.994,112.0463,6,-0.1611,-0.1611,-0.0936,-0.0936
wbm-3-20765,-23.7894,120.1528,6,-0.5443,-0.5443,-0.5285,-0.5285
wbm-3-20766,-23.6907,118.5766,6,-0.5278,-0.5278,-0.538,-0.538
wbm-3-20767,-34.4164,117.3035,6,-0.6732,-0.6732,-0.6283,-0.6283
wbm-3-20768,-69.1267,227.7912,12,-0.6977,-0.6977,-0.6657,-0.6657
wbm-3-20769,-75.8002,201.4088,12,-0.5601,-0.5601,-0.5834,-0.5834
wbm-3-20770,-28.0776,82.8692,4,-0.0878,-0.0878,-0.0309,-0.0309
wbm-3-20771,-48.9874,110.7586,6,-0.16,-0.16,-0.166,-0.166
wbm-3-20772,-96.9579,225.7616,12,-0.0753,-0.0753,-0.0035,-0.0035
wbm-3-20773,-53.2585,178.3992,9,0.0054,0.0054,0.0286,0.0286
wbm-3-20774,-17.4564,61.0258,3,0.1042,0.1042,0.2077,0.2077
wbm-3-20775,-49.102,168.1234,9,0.0172,0.0172,-0.0186,-0.0186
wbm-3-20776,-57.5047,134.4438,8,-0.1599,-0.1599,-0.1508,-0.1508
wbm-3-20777,-7.272,90.9902,4,0.2868,0.2868,0.3317,0.3317
wbm-3-20778,-16.8256,84.4573,4,0.5372,0.5372,0.3095,0.3095
wbm-3-20779,-37.4551,198.0653,9,-0.2227,-0.2227,-0.2226,-0.2226
wbm-3-20780,-24.5856,80.5914,4,-0.6208,-0.6208,-0.6192,-0.6192
wbm-3-20781,-24.7291,83.9767,4,-0.6567,-0.6567,-0.66,-0.66
wbm-3-20782,-22.4536,83.0419,4,-0.7797,-0.7797,-0.7973,-0.7973
wbm-3-20783,-16.7421,96.4737,4,-0.2789,-0.2789,-0.2352,-0.2352
wbm-3-20784,-55.3854,300.5334,12,-0.1941,-0.1941,-0.183,-0.183
wbm-3-20785,-35.7827,211.0242,8,-0.3574,-0.3574,-0.287,-0.287
wbm-3-20786,-14.1284,71.9646,3,-0.5189,-0.5189,-0.5197,-0.5197
wbm-3-20787,-40.4765,196.4524,9,-0.366,-0.366,-0.3499,-0.3499
wbm-3-20788,-13.5493,71.2608,3,-0.385,-0.385,-0.3874,-0.3874
wbm-3-20789,-24.126,67.736,4,-0.8256,-0.8256,-0.8368,-0.8368
wbm-3-20790,-18.479,83.6613,4,-0.279,-0.279,-0.2755,-0.2755
wbm-3-20791,-7.6102,121.3356,3,-0.407,-0.1543,-0.0315,-0.28416699999999995
wbm-3-20792,-15.0622,223.1921,6,-0.3806,-0.128,-0.1603,-0.412967
wbm-3-20793,-28.6294,509.255,12,-0.3936,-0.1409,-0.1105,-0.36316699999999996
wbm-3-20794,-25.5023,423.8014,10,-0.9468,-0.7194,-0.7067,-0.9340999999999999
wbm-3-20795,-25.4543,225.37,8,-0.3014,-0.3014,-0.3038,-0.3038
wbm-3-20796,-33.5303,179.3499,8,-0.3074,-0.3074,-0.3441,-0.3441
wbm-3-20797,-31.303,172.4983,8,-0.3605,-0.3605,-0.3671,-0.3671
wbm-3-20798,-31.1588,170.4823,8,-0.3523,-0.3523,-0.3208,-0.3208
wbm-3-20799,-70.6226,188.5925,9,-0.1419,-0.1419,-0.1478,-0.1478
wbm-3-20800,-40.1134,155.294,8,-0.1242,-0.1242,-0.077,-0.077
wbm-3-20801,-32.2623,187.8884,8,-0.3981,-0.3981,-0.4239,-0.4239
wbm-3-20802,-30.772,167.8022,8,-0.3156,-0.3156,-0.2704,-0.2704
wbm-3-20803,-12.5509,97.596,4,0.1911,0.1911,0.3698,0.3698
wbm-3-20804,-36.37,181.2109,8,-0.2921,-0.2921,-0.2889,-0.2889
wbm-3-20805,-41.2189,177.504,8,0.0711,0.0711,0.1389,0.1389
wbm-3-20806,-41.213,177.5731,8,0.0719,0.0719,0.1449,0.1449
wbm-3-20807,-25.0595,175.853,8,-0.3469,-0.3469,-0.3415,-0.3415
wbm-3-20808,-23.6965,183.9368,8,0.1265,0.1265,0.0813,0.0813
wbm-3-20809,-11.4552,92.4934,4,0.2248,0.2248,0.364,0.364
wbm-3-20810,-42.201,274.9252,12,-0.2313,-0.2313,-0.2109,-0.2109
wbm-3-20811,-41.9321,272.2212,12,-0.2089,-0.2089,-0.2093,-0.2093
wbm-3-20812,-41.9983,273.613,12,-0.2209,-0.2209,-0.1837,-0.1837
wbm-3-20813,-41.7276,270.7957,12,-0.1984,-0.1984,-0.185,-0.185
wbm-3-20814,-42.0048,274.5111,12,-0.219,-0.219,-0.1974,-0.1974
wbm-3-20815,-41.7346,271.4007,12,-0.1965,-0.1965,-0.2022,-0.2022
wbm-3-20816,-41.4156,272.5469,12,-0.1801,-0.1801,-0.136,-0.136
wbm-3-20817,-43.1964,282.0076,12,-0.2874,-0.2874,-0.2855,-0.2855
wbm-3-20818,-43.2572,284.0239,12,-0.2903,-0.2903,-0.2862,-0.2862
wbm-3-20819,-29.7288,150.2004,7,-0.3544,-0.3544,-0.2851,-0.2851
wbm-3-20820,-29.7321,149.4824,7,-0.3549,-0.3549,-0.2756,-0.2756
wbm-3-20821,-42.9419,277.9354,12,-0.2744,-0.2744,-0.2773,-0.2773
wbm-3-20822,-42.425,275.5202,12,-0.2454,-0.2454,-0.2256,-0.2256
wbm-3-20823,-47.4024,284.5403,12,-0.1969,-0.1969,-0.1556,-0.1556
wbm-3-20824,-47.08,283.5753,12,-0.17,-0.17,-0.1952,-0.1952
wbm-3-20825,-41.4713,272.9413,12,-0.1923,-0.1923,-0.1608,-0.1608
wbm-3-20826,-41.2045,269.2544,12,-0.1701,-0.1701,-0.1762,-0.1762
wbm-3-20827,-52.0137,276.1188,12,0.0651,0.0651,0.167,0.167
wbm-3-20828,-20.932,190.1248,7,-0.165,-0.165,-0.182,-0.182
wbm-3-20829,-25.2239,170.092,7,-0.2047,-0.2047,-0.2305,-0.2305
wbm-3-20830,-33.321,167.8378,7,-0.1982,-0.1982,-0.2471,-0.2471
wbm-3-20831,-32.8069,165.4565,7,-0.0973,-0.0973,0.2669,0.2669
wbm-3-20832,-34.2596,298.2888,12,0.1213,0.1213,0.1118,0.1118
wbm-3-20833,-20.5825,168.6998,7,-0.1693,-0.1693,-0.2151,-0.2151
wbm-3-20834,-27.4195,203.3409,8,-0.1096,-0.1096,-0.1031,-0.1031
wbm-3-20835,-26.0293,197.5724,8,-0.1016,-0.1016,-0.1215,-0.1215
wbm-3-20836,-25.9174,197.6591,8,-0.0925,-0.0925,-0.101,-0.101
wbm-3-20837,-25.9219,197.2175,8,-0.0913,-0.0913,-0.1247,-0.1247
wbm-3-20838,-26.9473,206.4547,8,-0.1752,-0.1752,-0.1818,-0.1818
wbm-3-20839,-25.5754,195.8671,8,-0.0556,-0.0556,-0.0988,-0.0988
wbm-3-20840,-26.6441,203.8068,8,-0.1583,-0.1583,-0.126,-0.126
wbm-3-20841,-26.6837,205.5967,8,-0.1617,-0.1617,-0.125,-0.125
wbm-3-20842,-27.8916,236.6239,9,0.0658,0.1084,0.0354,-0.007266999999999996
wbm-3-20843,-26.4949,201.659,8,-0.1459,-0.1459,-0.1263,-0.1263
wbm-3-20844,-26.1941,198.9074,8,-0.1188,-0.1188,-0.1227,-0.1227
wbm-3-20845,-28.7011,202.2976,8,-0.0847,-0.0847,-0.0626,-0.0626
wbm-3-20846,-25.6107,195.6587,8,-0.0657,-0.0657,-0.1084,-0.1084
wbm-3-20847,-30.9472,200.9774,8,0.1192,0.1192,0.2967,0.2967
wbm-3-20848,-23.1138,203.6175,8,-0.1206,-0.1206,-0.1775,-0.1775
wbm-3-20849,-11.357,144.9706,4,-0.167,-0.167,-0.1682,-0.1682
wbm-3-20850,-28.3575,257.0155,9,-0.2275,-0.2275,-0.168,-0.168
wbm-3-20851,-19.0399,178.8145,6,-0.25,-0.25,-0.2785,-0.2785
wbm-3-20852,-37.8932,363.8182,12,-0.2345,-0.2345,-0.2639,-0.2639
wbm-3-20853,-27.0939,139.7409,6,-0.2543,-0.2543,-0.2839,-0.2839
wbm-3-20854,-25.0166,130.3958,6,-0.3502,-0.3502,-0.3283,-0.3283
wbm-3-20855,-50.6402,255.0102,12,-0.4008,-0.4008,-0.4007,-0.4007
wbm-3-20856,-24.87,128.8327,6,-0.3388,-0.3388,-0.3145,-0.3145
wbm-3-20857,-36.02,142.9554,6,-0.289,-0.289,-0.2496,-0.2496
wbm-3-20858,-43.8458,137.4757,6,-0.332,-0.332,-0.3852,-0.3852
wbm-3-20859,-6.6819,86.2986,4,0.1941,0.1941,0.233,0.233
wbm-3-20860,-24.949,128.9895,6,-0.3471,-0.3471,-0.3227,-0.3227
wbm-3-20861,-50.5026,252.6011,12,-0.3975,-0.3975,-0.3966,-0.3966
wbm-3-20862,-25.8761,145.379,6,-0.3837,-0.3837,-0.402,-0.402
wbm-3-20863,-25.259,141.9116,6,-0.3368,-0.3368,-0.3366,-0.3366
wbm-3-20864,-12.5673,75.025,3,-0.3161,-0.3161,-0.4135,-0.4135
wbm-3-20865,-57.3207,191.3262,9,0.2306,0.2306,0.2113,0.2113
wbm-3-20866,-39.0289,114.6261,6,0.0948,0.0948,0.198,0.198
wbm-3-20867,-13.4011,102.9702,4,0.2188,0.2188,0.2356,0.2356
wbm-3-20868,-30.5834,211.4651,9,0.123,0.123,0.144,0.144
wbm-3-20869,-10.1992,70.3045,3,0.1214,0.1214,0.1423,0.1423
wbm-3-20870,-25.2498,145.346,6,-0.331,-0.331,-0.3288,-0.3288
wbm-3-20871,-12.5732,76.3198,3,-0.3138,-0.3138,-0.4027,-0.4027
wbm-3-20872,-25.2336,137.2434,6,-0.3491,-0.3491,-0.3492,-0.3492
wbm-3-20873,-12.5278,72.8015,3,-0.3194,-0.3194,-0.4133,-0.4133
wbm-3-20874,-20.6428,123.8383,6,0.1797,0.1797,0.2697,0.2697
wbm-3-20875,-36.5192,102.1695,6,0.1497,0.1497,0.2699,0.2699
wbm-3-20876,-50.8613,257.1698,12,-0.41,-0.41,-0.3909,-0.3909
wbm-3-20877,-12.568,100.2291,4,-0.0686,0.1424,0.3041,0.09309999999999999
wbm-3-20878,-55.1583,397.3221,12,-0.8584,-0.6474,-0.6623,-0.8733
wbm-3-20879,-30.2946,138.9024,6,-0.2942,-0.2942,-0.3571,-0.3571
wbm-3-20880,-30.0074,141.2804,6,-0.2463,-0.2463,-0.2244,-0.2244
wbm-3-20881,-30.033,141.8194,6,-0.2506,-0.2506,-0.2194,-0.2194
wbm-3-20882,-14.8662,75.8433,3,-0.2005,-0.2005,-0.3418,-0.3418
wbm-3-20883,-60.7719,273.4098,12,-0.3094,-0.3094,-0.2952,-0.2952
wbm-3-20884,-10.4902,96.1895,4,0.2715,0.2715,0.3584,0.3584
wbm-3-20885,-26.1428,198.5083,9,0.1664,0.1664,0.1989,0.1989
wbm-3-20886,-24.6197,126.4574,6,-0.3277,-0.3277,-0.3025,-0.3025
wbm-3-20887,-12.2136,67.8207,3,-0.2957,-0.2957,-0.4159,-0.4159
wbm-3-20888,-49.9745,247.8745,12,-0.389,-0.389,-0.3802,-0.3802
wbm-3-20889,-35.4345,114.1674,6,0.1417,0.1417,0.0687,0.0687
wbm-3-20890,-70.8893,229.3355,12,0.14,0.14,0.0728,0.0728
wbm-3-20891,-27.0404,153.3472,8,0.0454,0.0454,0.0393,0.0393
wbm-3-20892,-39.1823,66.7284,4,-0.0873,-0.0873,-0.0523,-0.0523
wbm-3-20893,-30.0192,91.526,4,-0.5634,-0.5634,-0.4549,-0.4549
wbm-3-20894,-30.1796,92.4665,4,-0.6036,-0.6036,-0.6081,-0.6081
wbm-3-20895,-36.3929,70.1269,4,-0.2181,-0.2181,-0.1235,-0.1235
wbm-3-20896,-24.5768,95.2294,4,-0.4418,-0.4418,-0.4285,-0.4285
wbm-3-20897,-22.6215,97.7012,4,-0.6449,-0.6449,-0.6268,-0.6268
wbm-3-20898,-17.3967,115.6216,4,-0.2657,-0.2657,-0.2031,-0.2031
wbm-3-20899,-41.4217,203.0768,9,-0.4994,-0.4994,-0.5192,-0.5192
wbm-3-20900,-32.0468,251.8535,8,-0.092,-0.092,-0.1,-0.1
wbm-3-20901,-14.0564,79.8431,3,-0.4362,-0.4362,-0.4663,-0.4663
wbm-3-20902,-36.733,111.0226,6,-0.569,-0.569,-0.5988,-0.5988
wbm-3-20903,-23.3207,230.7831,8,-0.0137,-0.0137,0.0704,0.0704
wbm-3-20904,-22.5459,79.4992,4,-0.8334,-0.8334,-0.8388,-0.8388
wbm-3-20905,-16.5337,91.9852,4,-0.2575,-0.2575,-0.2219,-0.2219
wbm-3-20906,-37.1004,200.1982,8,-0.222,-0.222,-0.2149,-0.2149
wbm-3-20907,-35.3582,211.3121,8,-0.3197,-0.3197,-0.2681,-0.2681
wbm-3-20908,-40.0417,190.2153,9,-0.3381,-0.3381,-0.2982,-0.2982
wbm-3-20909,-13.3826,68.4849,3,-0.3499,-0.3499,-0.3504,-0.3504
wbm-3-20910,-24.3237,65.8642,4,-0.8904,-0.8904,-0.9282,-0.9282
wbm-3-20911,-36.9903,160.1306,8,-0.3137,-0.3137,-0.3138,-0.3138
wbm-3-20912,-26.2807,68.27,4,0.2134,0.2134,0.6381,0.6381
wbm-3-20913,-30.009,66.1263,4,-0.1318,-0.1318,0.0401,0.0401
wbm-3-20914,-32.4229,63.5722,4,-0.1892,-0.1892,-0.1216,-0.1216
wbm-3-20915,-25.4604,73.0444,4,0.301,0.301,0.581,0.581
wbm-3-20916,-95.97,199.8433,12,0.1031,0.1031,0.2725,0.2725
wbm-3-20917,-53.7218,98.7311,6,-0.1283,-0.1283,-0.0205,-0.0205
wbm-3-20918,-39.0778,147.6216,8,0.0412,0.0412,0.1597,0.1597
wbm-3-20919,-33.697,101.8173,6,0.0346,0.0346,0.1854,0.1854
wbm-3-20920,-50.4848,167.0418,9,0.3616,0.3616,0.4549,0.4549
wbm-3-20921,-28.3807,61.2508,4,-0.5096,-0.5096,-0.5216,-0.5216
wbm-3-20922,-46.1361,155.5898,8,-0.2484,-0.1524,0.164,0.068
wbm-3-20923,-45.0827,150.4197,8,-0.0804,-0.0804,0.1126,0.1126
wbm-3-20924,-73.9861,206.5924,12,-0.0955,-0.0955,0.0345,0.0345
wbm-3-20925,-36.993,103.3248,6,-0.0955,-0.0955,0.0359,0.0359
wbm-3-20926,-73.9467,206.3565,12,-0.0922,-0.0922,0.0076,0.0076
wbm-3-20927,-59.9979,340.5887,12,-0.9526,-0.7416,-0.6481,-0.8591
wbm-3-20928,-47.2488,162.2355,9,0.2712,0.2712,0.4606,0.4606
wbm-3-20929,-84.7832,192.4069,12,0.035,0.035,0.2087,0.2087
wbm-3-20930,-24.177,90.6421,4,-0.4258,-0.4258,-0.424,-0.424
wbm-3-20931,-22.3345,92.9263,4,-0.657,-0.657,-0.6225,-0.6225
wbm-3-20932,-16.9411,108.0469,4,-0.2358,-0.2358,-0.2086,-0.2086
wbm-3-20933,-37.4135,242.2228,8,-0.0758,-0.0758,-0.07,-0.07
wbm-3-20934,-36.6548,221.0488,8,-0.42,-0.42,-0.3768,-0.3768
wbm-3-20935,-21.4851,177.0884,8,-0.317,-0.317,-0.3017,-0.3017
wbm-3-20936,-30.529,202.6644,9,-0.3351,-0.3351,-0.3338,-0.3338
wbm-3-20937,-41.0031,215.5236,9,-0.3626,-0.3626,-0.3914,-0.3914
wbm-3-20938,-18.458,94.8305,4,-0.1809,-0.1809,-0.1711,-0.1711
wbm-3-20939,-66.0348,133.6798,8,0.2692,0.2692,0.2153,0.2153
wbm-3-20940,-33.6364,67.1659,4,0.1144,0.1144,0.2701,0.2701
wbm-3-20941,-37.8141,70.2004,4,0.0238,0.0238,0.0693,0.0693
wbm-3-20942,-14.1602,108.369,4,0.2692,0.2692,0.2468,0.2468
wbm-3-20943,-36.9535,282.3164,10,0.0946,0.0946,0.0825,0.0825
wbm-3-20944,-60.0413,200.5556,9,0.2486,0.2486,0.2885,0.2885
wbm-3-20945,-19.939,77.5809,3,0.2735,0.2735,0.2838,0.2838
wbm-3-20946,-21.3135,68.7083,3,0.2554,0.2554,0.3418,0.3418
wbm-3-20947,-23.1878,113.5608,4,-0.137,-0.137,-0.0778,-0.0778
wbm-3-20948,-47.913,219.5861,9,-0.2484,-0.2484,-0.2267,-0.2267
wbm-3-20949,-15.9859,77.4412,3,-0.2534,-0.2534,-0.2912,-0.2912
wbm-3-20950,-54.7823,196.6424,9,0.2808,0.2808,0.2804,0.2804
wbm-3-20951,-18.2163,72.886,3,0.2956,0.2956,0.2934,0.2934
wbm-3-20952,-7.3861,38.8203,2,0.2129,0.2129,0.3288,0.3288
wbm-3-20953,-14.7722,77.698,4,0.2129,0.2129,0.3285,0.3285
wbm-3-20954,-26.0638,71.7395,4,-0.3282,-0.3282,-0.4347,-0.4347
wbm-3-20955,-27.6034,148.3511,7,-0.3054,-0.3054,-0.2359,-0.2359
wbm-3-20956,-18.7497,63.115,4,-0.3847,-0.3847,-0.3819,-0.3819
wbm-3-20957,-21.6188,74.5911,4,-0.556,-0.556,-0.5765,-0.5765
wbm-3-20958,-21.3357,72.8671,4,-0.5272,-0.5272,-0.5761,-0.5761
wbm-3-20959,-30.0472,170.8391,7,-0.1054,-0.1054,-0.1488,-0.1488
wbm-3-20960,-30.0415,171.5556,7,-0.1046,-0.1046,-0.1499,-0.1499
wbm-3-20961,-18.9133,66.5134,4,-0.1854,-0.1854,-0.1704,-0.1704
wbm-3-20962,-21.2315,73.9774,4,-0.4979,-0.4979,-0.5547,-0.5547
wbm-3-20963,-21.4826,71.4495,4,-0.5762,-0.5762,-0.607,-0.607
wbm-3-20964,-32.792,150.0375,7,-0.3278,-0.3278,-0.3095,-0.3095
wbm-3-20965,-18.2557,66.3426,4,-0.5643,-0.5643,-0.5885,-0.5885
wbm-3-20966,-19.7357,58.2167,4,-0.0242,-0.0242,0.1338,0.1338
wbm-3-20967,-14.8074,63.2698,4,0.0342,0.0342,0.0751,0.0751
wbm-3-20968,-13.9926,127.3882,4,-0.2189,-0.2189,-0.114,-0.114
wbm-3-20969,-13.9926,127.2813,4,-0.2189,-0.2189,-0.1141,-0.1141
wbm-3-20970,-13.9926,127.426,4,-0.2189,-0.2189,-0.1136,-0.1136
wbm-3-20971,-20.7598,84.6986,4,-0.5668,-0.5668,-0.5835,-0.5835
wbm-3-20972,-20.7598,84.5901,4,-0.5668,-0.5668,-0.5844,-0.5844
wbm-3-20973,-20.8452,82.8004,4,-0.6077,-0.6077,-0.6106,-0.6106
wbm-3-20974,-20.8452,82.7292,4,-0.6077,-0.6077,-0.6112,-0.6112
wbm-3-20975,-31.478,99.8783,4,-0.4037,-0.4037,-0.3262,-0.3262
wbm-3-20976,-30.9972,70.8908,4,-0.4509,-0.4509,-0.429,-0.429
wbm-3-20977,-9.6411,71.5683,4,0.0613,0.0613,0.0534,0.0534
wbm-3-20978,-20.7754,83.5894,4,-0.5829,-0.5829,-0.599,-0.599
wbm-3-20979,-20.7754,83.5361,4,-0.5829,-0.5829,-0.5994,-0.5994
wbm-3-20980,-15.7722,70.7443,4,-0.2474,-0.2474,-0.2183,-0.2183
wbm-3-20981,-20.9737,100.0295,4,-0.4556,-0.4556,-0.4195,-0.4195
wbm-3-20982,-20.9736,100.045,4,-0.4556,-0.4556,-0.4194,-0.4194
wbm-3-20983,-20.684,94.843,4,-0.4672,-0.4672,-0.4226,-0.4226
wbm-3-20984,-20.6838,94.745,4,-0.4671,-0.4671,-0.4232,-0.4232
wbm-3-20985,-35.3222,66.0346,4,-0.0369,-0.0369,0.0524,0.0524
wbm-3-20986,-16.6427,81.1764,4,0.0154,0.0154,0.1188,0.1188
wbm-3-20987,-20.6023,97.4647,4,-0.4403,-0.4403,-0.3937,-0.3937
wbm-3-20988,-20.6022,97.6484,4,-0.4403,-0.4403,-0.3928,-0.3928
wbm-3-20989,-20.6929,90.9502,4,-0.4942,-0.4942,-0.4597,-0.4597
wbm-3-20990,-20.6929,90.9029,4,-0.4941,-0.4941,-0.46,-0.46
wbm-3-20991,-33.3146,66.7051,4,-0.08,-0.08,0.0967,0.0967
wbm-3-20992,-20.8068,86.0796,4,-0.5647,-0.5647,-0.5627,-0.5627
wbm-3-20993,-20.8068,85.9778,4,-0.5647,-0.5647,-0.5635,-0.5635
wbm-3-20994,-15.5222,80.3057,4,-0.2001,0.0109,0.184,-0.026999999999999996
wbm-3-20995,-25.744,93.2827,4,-0.4093,-0.4093,-0.3446,-0.3446
wbm-3-20996,-25.744,93.4416,4,-0.4093,-0.4093,-0.3438,-0.3438
wbm-3-20997,-13.6318,77.1234,4,0.0931,0.0931,0.1764,0.1764
wbm-3-20998,-20.6993,81.0417,4,-0.6172,-0.6172,-0.6294,-0.6294
wbm-3-20999,-20.6993,81.0397,4,-0.6171,-0.6171,-0.6294,-0.6294
wbm-3-21000,-32.4331,69.6777,4,-0.1428,-0.1428,0.0016,0.0016
wbm-3-21001,-31.4634,77.7377,4,0.0996,0.0996,0.1001,0.1001
wbm-3-21002,-32.421,69.772,4,-0.1398,-0.1398,-0.0069,-0.0069
wbm-3-21003,-32.4331,69.6524,4,-0.1428,-0.1428,0.0017,0.0017
wbm-3-21004,-14.692,82.8207,4,-0.5834,-0.5834,-0.5706,-0.5706
wbm-3-21005,-14.6921,82.6237,4,-0.5834,-0.5834,-0.5723,-0.5723
wbm-3-21006,-18.7062,94.2666,4,-0.458,-0.458,-0.4601,-0.4601
wbm-3-21007,-16.9289,106.1271,4,-0.2415,-0.2415,-0.2126,-0.2126
wbm-3-21008,-18.4253,87.9191,4,-0.1815,-0.1815,-0.1728,-0.1728
wbm-3-21009,-18.4253,87.9136,4,-0.1815,-0.1815,-0.1728,-0.1728
wbm-3-21010,-24.0362,92.8905,4,-0.3842,-0.3842,-0.3732,-0.3732
wbm-3-21011,-24.3497,95.1696,4,-0.4626,-0.4626,-0.4313,-0.4313
wbm-3-21012,-22.2225,95.2335,4,-0.6226,-0.6226,-0.5881,-0.5881
wbm-3-21013,-16.9675,112.4594,4,-0.236,-0.236,-0.198,-0.198
wbm-3-21014,-55.6692,347.4622,12,-0.0854,-0.0854,-0.0944,-0.0944
wbm-3-21015,-36.711,222.9165,8,-0.4238,-0.4238,-0.4073,-0.4073
wbm-3-21016,-21.5406,179.3132,8,-0.3207,-0.3207,-0.3035,-0.3035
wbm-3-21017,-21.5297,179.4658,8,-0.3193,-0.3193,-0.3095,-0.3095
wbm-3-21018,-30.5263,206.5658,9,-0.3306,-0.3306,-0.3264,-0.3264
wbm-3-21019,-40.9913,219.808,9,-0.357,-0.357,-0.3804,-0.3804
wbm-3-21020,-31.8319,174.655,7,-0.1058,-0.1058,-0.1356,-0.1356
wbm-3-21021,-31.8374,174.1382,7,-0.1066,-0.1066,-0.1215,-0.1215
wbm-3-21022,-30.4672,62.1461,4,0.0104,0.0104,-0.1492,-0.1492
wbm-3-21023,-29.9836,63.6866,4,0.1313,0.1313,-0.3491,-0.3491
wbm-3-21024,-26.8722,73.6591,4,-0.8043,-0.8043,-0.8711,-0.8711
wbm-3-21025,-29.5401,68.6273,4,-0.5019,-0.5019,-0.622,-0.622
wbm-3-21026,-34.8222,90.8518,6,-0.0614,-0.0614,-0.0801,-0.0801
wbm-3-21027,-53.05,137.8854,9,-0.0426,-0.0426,-0.0669,-0.0669
wbm-3-21028,-39.6643,85.7129,4,-0.2397,-0.2397,-0.0965,-0.0965
wbm-3-21029,-27.5393,92.2106,4,-0.6354,-0.6354,-0.5736,-0.5736
wbm-3-21030,-33.9125,70.5033,4,-0.2899,-0.2899,-0.2482,-0.2482
wbm-3-21031,-33.9125,70.4425,4,-0.2899,-0.2899,-0.2449,-0.2449
