material_id,chgnet_energy_IS2RE,e_form_per_atom_chgnet_uncorrected,e_form_per_atom_chgnet,e_form_per_atom_mp2020_corrected,e_form_per_atom_chgnet_megnet
wbm-3-16251,-74.9284,-0.3919,-0.3919,-0.399,-0.3232
wbm-3-16252,-74.449,-0.2341,-0.2341,-0.233,-0.1605
wbm-3-16253,-95.9454,-0.3037,-0.3037,-0.309,-0.2671
wbm-3-16254,-73.6122,-0.2203,-0.2203,-0.231,-0.143
wbm-3-16255,-51.9461,-0.0171,-0.0171,-0.129,-0.1668
wbm-3-16256,-104.0825,-0.033,-0.033,-0.17,-0.1676
wbm-3-16257,-36.6526,-0.1905,-0.1905,-0.181,-0.1049
wbm-3-16258,-73.3547,-0.1946,-0.1946,-0.194,-0.1105
wbm-3-16259,-54.453,0.0051,0.0051,-0.014,-0.0107
wbm-3-16260,-36.9682,-0.2639,-0.2639,-0.274,-0.1945
wbm-3-16261,-74.0225,-0.271,-0.271,-0.289,-0.1998
wbm-3-16262,-28.8311,0.0826,0.0826,0.14,0.2605
wbm-3-16263,-57.7479,0.0755,0.0755,0.132,0.2683
wbm-3-16264,-103.2198,-0.3244,-0.3244,-0.337,-0.334
wbm-3-16265,-74.5641,-0.3442,-0.3442,-0.365,-0.2869
wbm-3-16266,-42.7209,-0.3242,-0.3242,-0.345,-0.1824
wbm-3-16267,-85.5108,-0.33,-0.33,-0.376,-0.3156
wbm-3-16268,-52.3315,-0.0545,-0.0545,-0.05,-0.1162
wbm-3-16269,-82.1389,-0.3648,-0.3648,-0.362,-0.2761
wbm-3-16270,-61.0021,-0.2457,-0.2457,-0.246,-0.2166
wbm-3-16271,-45.9306,-0.4812,-0.4812,-0.47,-0.4559
wbm-3-16272,-63.0906,-0.2111,-0.2111,-0.222,-0.2438
wbm-3-16273,-31.5537,-0.2128,-0.2128,-0.207,-0.2286
wbm-3-16274,-79.8605,-0.1782,-0.1782,-0.19,-0.1875
wbm-3-16275,-32.8636,-0.017,-0.017,0.082,0.1218
wbm-3-16276,-33.1681,-0.0599,-0.0599,-0.133,-0.0985
wbm-3-16277,-40.44,-0.3396,-0.3396,-0.327,-0.4134
wbm-3-16278,-53.0573,-0.0669,-0.0669,-0.047,-0.0373
wbm-3-16279,-63.5831,-0.2849,-0.2849,-0.278,-0.2915
wbm-3-16280,-52.7088,-0.1271,-0.1271,0.004,-0.0948
wbm-3-16281,-103.12,-0.1263,-0.1263,-0.164,-0.1426
wbm-3-16282,-31.0955,-0.0469,-0.0469,-0.043,-0.05
wbm-3-16283,-51.9372,0.0311,0.0311,0.12,-0.0478
wbm-3-16284,-38.5482,-0.1761,-0.1761,-0.194,-0.1903
wbm-3-16285,-46.3926,0.1267,0.1267,0.009,-0.1016
wbm-3-16286,-34.1075,0.0779,0.0779,0.143,0.0766
wbm-3-16287,-38.552,-0.1721,-0.1721,-0.187,-0.1825
wbm-3-16288,-41.3927,-0.1823,-0.1823,-0.247,-0.243
wbm-3-16289,-40.4045,-0.1755,-0.1755,-0.184,-0.1781
wbm-3-16290,-53.5179,-0.3346,-0.3346,-0.355,-0.2463
wbm-3-16291,-43.5445,-0.2861,-0.2861,-0.233,-0.2494
wbm-3-16292,-92.8333,0.1608,0.1608,0.106,0.0672
wbm-3-16293,-68.5025,0.0054,0.0054,0.025,-0.0196
wbm-3-16294,-37.7351,-0.1857,-0.1857,-0.195,-0.2918
wbm-3-16295,-51.2867,0.108,0.108,0.104,-0.0586
wbm-3-16296,-78.4255,-0.009,-0.009,-0.011,-0.0118
wbm-3-16297,-51.7842,0.0534,0.0534,0.134,-0.0325
wbm-3-16298,-52.3204,-0.0136,-0.0136,0.043,-0.0097
wbm-3-16299,-51.8785,-0.0249,-0.0249,-0.069,-0.0467
wbm-3-16300,-96.9735,0.2748,0.2748,0.252,0.2676
wbm-3-16301,-69.3307,0.2318,0.2318,0.009,0.1554
wbm-3-16302,-40.9046,-0.5606,-0.7482,-0.497,-0.4024
wbm-3-16303,-41.9583,-0.1894,-0.1894,-0.108,-0.2292
wbm-3-16304,-41.8633,-0.1715,-0.1715,-0.09,-0.2163
wbm-3-16305,-42.0599,-0.2146,-0.2146,-0.134,-0.2582
wbm-3-16306,-42.1916,-0.2506,-0.2506,-0.167,-0.2691
wbm-3-16307,-45.0902,-0.2705,-0.2705,-0.243,-0.3258
wbm-3-16308,-38.7681,-0.1958,-0.1958,-0.085,-0.1438
wbm-3-16309,-87.8244,-0.2411,-0.2411,-0.243,-0.2448
wbm-3-16310,-82.2499,-0.2187,-0.2187,-0.225,-0.2176
wbm-3-16311,-82.5524,-0.2569,-0.2569,-0.268,-0.252
wbm-3-16312,-105.8041,-0.3981,-0.3981,-0.409,-0.3912
wbm-3-16313,-82.2875,-0.2299,-0.2299,-0.246,-0.2358
wbm-3-16314,-71.1703,0.0863,0.0863,0.18,0.2537
wbm-3-16315,-81.542,-0.05,-0.05,-0.064,-0.0573
wbm-3-16316,-82.9732,-0.3076,-0.3076,-0.321,-0.311
wbm-3-16317,-80.8662,-0.0496,-0.0496,-0.051,-0.0622
wbm-3-16318,-80.4452,-0.0103,-0.0103,-0.013,-0.039
wbm-3-16319,-115.4542,0.2346,0.2346,0.228,0.2779
wbm-3-16320,-81.2922,-0.1016,-0.1016,-0.114,-0.1219
wbm-3-16321,-82.0314,-0.1913,-0.1913,-0.203,-0.1994
wbm-3-16322,-93.2309,-0.1981,-0.1981,-0.219,-0.3344
wbm-3-16323,-82.3975,-0.2746,-0.2746,-0.29,-0.2771
wbm-3-16324,-108.8701,-0.2088,-0.2088,-0.19,-0.2161
wbm-3-16325,-68.1606,-0.067,-0.067,-0.059,-0.0912
wbm-3-16326,-29.8661,0.0228,-0.167,0.034,0.1057
wbm-3-16327,-64.2778,0.1234,0.1234,0.186,0.1442
wbm-3-16328,-43.4819,-0.7092,-0.919,-0.755,-0.582
wbm-3-16329,-62.5519,-0.1028,-0.1028,-0.115,-0.1136
wbm-3-16330,-31.2676,-0.1011,-0.1011,-0.099,-0.1093
wbm-3-16331,-35.6451,-0.2275,-0.2275,-0.148,-0.052
wbm-3-16332,-37.4214,-0.0083,-0.0083,-0.007,-0.0176
wbm-3-16333,-78.0097,-0.3007,-0.3007,-0.289,-0.2971
wbm-3-16334,-36.2543,-0.2844,-0.2844,-0.231,-0.2315
wbm-3-16335,-94.8673,-0.3641,-0.3641,-0.329,-0.3386
wbm-3-16336,-36.22,-0.2868,-0.2868,-0.242,-0.2442
wbm-3-16337,-49.0083,-0.1818,-0.1818,-0.066,-0.1851
wbm-3-16338,-49.5919,0.1346,0.1346,0.122,0.0676
wbm-3-16339,-29.5181,-0.1841,-0.1841,-0.135,-0.0969
wbm-3-16340,-46.7166,0.2691,0.2691,0.261,0.4565
wbm-3-16341,-37.8633,-0.0201,-0.0201,0.131,0.0419
wbm-3-16342,-66.7253,0.1932,0.1932,0.27,0.3372
wbm-3-16343,-63.0163,-0.1829,-0.1829,-0.188,-0.2102
wbm-3-16344,-31.5153,-0.1843,-0.1843,-0.171,-0.1974
wbm-3-16345,-62.6792,0.0865,0.0865,0.06,0.0828
wbm-3-16346,-29.095,-0.098,-0.2387,-0.015,-0.4327
wbm-3-16347,-28.1487,-0.1074,-0.2762,-0.049,-0.0087
wbm-3-16348,-40.9618,-0.5859,-0.7734,-0.507,-0.4107
wbm-3-16349,-58.2514,-0.0967,-0.0967,-0.056,-0.174
wbm-3-16350,-63.1012,-0.2548,-0.2548,-0.255,-0.2729
wbm-3-16351,-31.5632,-0.2573,-0.2573,-0.243,-0.264
wbm-3-16352,-89.9099,-0.2094,-0.2094,-0.154,-0.2229
wbm-3-16353,-89.4291,-0.197,-0.197,-0.204,-0.1896
wbm-3-16354,-70.3248,-0.1809,-0.1809,-0.189,-0.2099
wbm-3-16355,-35.1652,-0.1815,-0.1815,-0.174,-0.2003
wbm-3-16356,-49.4348,-0.0627,-0.0627,-0.029,-0.0223
wbm-3-16357,-44.0923,-0.2621,-0.2621,-0.164,-0.2622
wbm-3-16358,-30.5906,-0.1355,-0.1355,-0.121,-0.1573
wbm-3-16359,-25.4348,0.0165,0.0165,0.049,0.1242
wbm-3-16360,-99.3272,-0.3282,-0.3282,-0.346,-0.3304
wbm-3-16361,-61.3768,-0.204,-0.204,-0.143,-0.1616
wbm-3-16362,-39.9663,-0.1763,-0.1763,-0.151,-0.1833
wbm-3-16363,-45.4198,-0.2642,-0.2642,-0.256,-0.3293
wbm-3-16364,-34.6375,-0.119,-0.119,-0.112,-0.1653
wbm-3-16365,-40.1973,-0.1473,-0.1473,-0.153,-0.1737
wbm-3-16366,-34.5606,-0.1037,-0.1037,-0.104,-0.1584
wbm-3-16367,-34.0756,0.0361,0.0361,0.042,0.0571
wbm-3-16368,-34.6975,-0.1367,-0.1367,-0.13,-0.1772
wbm-3-16369,-34.0819,0.007,0.007,0.005,0.0202
wbm-3-16370,-33.9096,0.0379,0.0379,0.031,0.0563
wbm-3-16371,-42.1383,0.2476,0.2476,-0.07,0.1167
wbm-3-16372,-34.5058,-0.0859,-0.0859,-0.084,-0.1205
wbm-3-16373,-34.6012,-0.1282,-0.1282,-0.12,-0.1734
wbm-3-16374,-33.6862,-0.0571,-0.0571,-0.064,-0.0702
wbm-3-16375,-53.8997,0.1287,0.1287,0.123,0.162
wbm-3-16376,-33.7873,-0.0805,-0.0805,-0.081,-0.0865
wbm-3-16377,-53.7529,0.1385,0.1385,0.132,0.1732
wbm-3-16378,-55.861,-0.3969,-0.3969,-0.401,-0.4176
wbm-3-16379,-51.7406,-0.3812,-0.3812,-0.373,-0.386
wbm-3-16380,-51.8581,-0.4073,-0.4073,-0.389,-0.4048
wbm-3-16381,-51.7313,-0.3883,-0.3883,-0.381,-0.3973
wbm-3-16382,-51.9001,-0.4275,-0.4275,-0.403,-0.4255
wbm-3-16383,-73.2251,0.012,0.012,-0.044,-0.1246
wbm-3-16384,-39.8315,-0.0304,-0.0304,-0.06,0.0606
wbm-3-16385,-60.5231,-0.4213,-0.4213,-0.426,-0.4933
wbm-3-16386,-51.6287,-0.4124,-0.4124,-0.395,-0.4142
wbm-3-16387,-70.9803,-0.2907,-0.2907,-0.249,-0.3079
wbm-3-16388,-41.4548,-0.2607,-0.2607,-0.253,-0.272
wbm-3-16389,-41.4509,-0.2603,-0.2603,-0.253,-0.272
wbm-3-16390,-64.1916,-0.451,-0.451,-0.383,-0.4478
wbm-3-16391,-62.9627,-0.4198,-0.4198,-0.445,-0.3331
wbm-3-16392,-59.0902,-0.4295,-0.4295,-0.457,-0.3817
wbm-3-16393,-59.1404,-0.4447,-0.4447,-0.451,-0.4075
wbm-3-16394,-59.0548,-0.4329,-0.4329,-0.454,-0.3919
wbm-3-16395,-59.6806,-0.3934,-0.3934,-0.454,-0.3334
wbm-3-16396,-58.933,-0.4386,-0.4386,-0.432,-0.4264
wbm-3-16397,-59.2368,-0.3988,-0.3988,-0.436,-0.3089
wbm-3-16398,-79.27,0.0108,0.0108,-0.073,-0.0566
wbm-3-16399,-59.1277,-0.3854,-0.3854,-0.425,-0.2997
wbm-3-16400,-82.5561,0.0721,0.0721,-0.268,-0.1504
wbm-3-16401,-59.1991,-0.4089,-0.4089,-0.45,-0.32
wbm-3-16402,-59.1317,-0.4257,-0.4257,-0.459,-0.3678
wbm-3-16403,-67.3609,-0.4158,-0.4158,-0.44,-0.3981
wbm-3-16404,-58.77,-0.4361,-0.4361,-0.445,-0.4135
wbm-3-16405,-76.167,-0.1588,-0.1588,0.004,-0.1011
wbm-3-16406,-64.7754,-0.4391,-0.4391,-0.465,-0.3875
wbm-3-16407,-70.3717,-0.3803,-0.3803,-0.304,-0.2465
wbm-3-16408,-60.3293,-0.3612,-0.3612,-0.397,-0.3144
wbm-3-16409,-55.9002,-0.2925,-0.2925,-0.257,-0.2017
wbm-3-16410,-71.0318,-0.5734,-0.5734,-0.548,-0.585
wbm-3-16411,-71.1092,-0.5804,-0.5804,-0.593,-0.5961
wbm-3-16412,-67.4437,-0.6089,-0.6089,-0.584,-0.6048
wbm-3-16413,-67.3136,-0.5971,-0.5971,-0.598,-0.6071
wbm-3-16414,-67.2687,-0.6037,-0.6037,-0.596,-0.6053
wbm-3-16415,-83.3716,-0.5977,-0.5977,-0.589,-0.5994
wbm-3-16416,-82.503,-0.5187,-0.5187,-0.483,-0.5263
wbm-3-16417,-67.463,-0.6173,-0.6173,-0.591,-0.6017
wbm-3-16418,-67.2506,-0.598,-0.598,-0.597,-0.6059
wbm-3-16419,-56.2731,-0.0993,-0.0993,0.103,0.0312
wbm-3-16420,-67.2925,-0.5054,-0.5054,-0.441,-0.4946
wbm-3-16421,-81.6153,-0.3987,-0.3987,-0.353,-0.3572
wbm-3-16422,-67.2656,-0.5487,-0.5487,-0.555,-0.5609
wbm-3-16423,-85.9578,-0.0172,-0.0172,-0.226,-0.1537
wbm-3-16424,-67.2843,-0.5469,-0.5469,-0.539,-0.5485
wbm-3-16425,-67.3825,-0.5729,-0.5729,-0.576,-0.585
wbm-3-16426,-54.4681,-0.2249,-0.2249,-0.133,-0.1341
wbm-3-16427,-55.684,-0.3355,-0.3355,-0.287,-0.3165
wbm-3-16428,-86.3269,-0.348,-0.348,-0.294,-0.3427
wbm-3-16429,-67.3091,-0.5892,-0.5892,-0.597,-0.6074
wbm-3-16430,-75.6941,-0.5934,-0.5934,-0.544,-0.5647
wbm-3-16431,-67.3072,-0.6322,-0.6322,-0.603,-0.6121
wbm-3-16432,-66.9788,-0.6024,-0.6024,-0.593,-0.6005
wbm-3-16433,-73.0105,-0.6078,-0.6078,-0.601,-0.6088
wbm-3-16434,-56.8961,-0.4866,-0.4866,-0.411,-0.4986
wbm-3-16435,-56.7238,-0.4709,-0.4709,-0.464,-0.4912
wbm-3-16436,-57.7966,-0.5684,-0.5684,-0.582,-0.4935
wbm-3-16437,-79.5903,-0.6384,-0.6384,-0.631,-0.6482
wbm-3-16438,-78.942,-0.5794,-0.5794,-0.527,-0.5668
wbm-3-16439,-66.6708,-0.4151,-0.4151,-0.379,-0.4273
wbm-3-16440,-65.1641,-0.3987,-0.3987,-0.39,-0.4097
wbm-3-16441,-65.0862,-0.3952,-0.3952,-0.387,-0.3955
wbm-3-16442,-65.1113,-0.3962,-0.3962,-0.388,-0.4082
wbm-3-16443,-65.7261,-0.4199,-0.4199,-0.383,-0.4183
wbm-3-16444,-64.9245,-0.3848,-0.3848,-0.38,-0.3858
wbm-3-16445,-65.328,-0.399,-0.399,-0.378,-0.4064
wbm-3-16446,-65.3362,-0.3986,-0.3986,-0.372,-0.4027
wbm-3-16447,-65.2891,-0.3999,-0.3999,-0.385,-0.4102
wbm-3-16448,-65.1902,-0.3986,-0.3986,-0.39,-0.4112
wbm-3-16449,-68.1263,-0.4128,-0.4128,-0.374,-0.4288
wbm-3-16450,-64.9724,-0.3932,-0.3932,-0.385,-0.3914
wbm-3-16451,-70.326,-0.2603,-0.2603,-0.25,-0.3137
wbm-3-16452,-61.8065,-0.3723,-0.3723,-0.384,-0.3931
wbm-3-16453,-68.5416,-0.3475,-0.3475,-0.303,-0.33
wbm-3-16454,-33.7,-0.0635,-0.0635,-0.073,-0.0807
wbm-3-16455,-53.8045,0.1352,0.1352,0.127,0.1678
wbm-3-16456,-49.7237,-0.2185,-0.2185,-0.193,-0.2552
wbm-3-16457,-49.4864,-0.1549,-0.1549,-0.161,-0.2143
wbm-3-16458,-49.7585,-0.2132,-0.2132,-0.189,-0.248
wbm-3-16459,-46.1457,-0.1897,-0.1897,-0.173,0.0704
wbm-3-16460,-50.6373,-0.0988,-0.0988,-0.064,-0.0487
wbm-3-16461,-50.6501,-0.1,-0.1,-0.063,-0.0231
wbm-3-16462,-50.5728,-0.0965,-0.0965,-0.056,-0.0416
wbm-3-16463,-50.5825,-0.0961,-0.0961,-0.06,-0.0465
wbm-3-16464,-50.3614,-0.0815,-0.0815,-0.042,-0.0255
wbm-3-16465,-50.9487,-0.1125,-0.1125,-0.079,-0.0669
wbm-3-16466,-58.9458,0.0241,0.0241,0.001,0.0487
wbm-3-16467,-50.8159,-0.1049,-0.1049,-0.076,-0.0483
wbm-3-16468,-50.6941,-0.1015,-0.1015,-0.068,-0.057
wbm-3-16469,-53.4659,-0.1008,-0.1008,-0.059,-0.089
wbm-3-16470,-50.3833,-0.0876,-0.0876,-0.051,-0.0411
wbm-3-16471,-47.5108,-0.0934,-0.0934,-0.059,-0.0558
wbm-3-16472,-37.7798,-0.1103,-0.1103,-0.116,-0.1386
wbm-3-16473,-36.1472,-0.0324,-0.0324,-0.033,0.0556
wbm-3-16474,-36.2616,-0.0597,-0.0597,-0.075,-0.0227
wbm-3-16475,-55.5328,-0.0264,-0.0264,-0.06,-0.0567
wbm-3-16476,-55.5373,-0.0268,-0.0268,-0.06,-0.0485
wbm-3-16477,-33.1137,-0.0649,-0.0649,-0.047,-0.018
wbm-3-16478,-53.5581,0.152,0.152,0.147,0.206
wbm-3-16479,-62.8452,-0.023,-0.023,0.018,-0.0035
wbm-3-16480,-42.9749,-0.0718,-0.0718,-0.056,-0.0697
wbm-3-16481,-54.3131,0.1058,0.1058,0.102,0.1554
wbm-3-16482,-65.9413,-0.1523,-0.1523,-0.036,-0.0591
wbm-3-16483,-39.2321,-0.0687,-0.0687,-0.042,-0.0589
wbm-3-16484,-39.3473,-0.0944,-0.0944,-0.067,-0.1029
wbm-3-16485,-45.233,-0.1771,-0.1771,-0.181,-0.1507
wbm-3-16486,-39.2588,-0.0772,-0.0772,-0.055,-0.0834
wbm-3-16487,-38.9158,0.0389,0.0389,0.116,0.0722
wbm-3-16488,-39.3979,-0.1106,-0.1106,-0.096,-0.1489
wbm-3-16489,-38.9147,0.0029,0.0029,0.035,0.0807
wbm-3-16490,-39.2683,-0.0965,-0.0965,-0.079,-0.1284
wbm-3-16491,-29.1806,1.0065,1.0065,0.926,0.9809
wbm-3-16492,-62.1356,0.2583,0.2583,0.183,0.2896
wbm-3-16493,-56.7946,0.1207,0.1207,0.147,0.185
wbm-3-16494,-42.8454,-0.1306,-0.2026,-0.054,-0.1048
wbm-3-16495,-33.4365,0.0032,0.0032,-0.007,0.046
wbm-3-16496,-54.0269,0.1273,0.1273,0.108,0.1471
wbm-3-16497,-53.5617,-0.3654,-0.3654,-0.321,-0.3784
wbm-3-16498,-53.585,-0.3308,-0.3308,-0.289,-0.3296
wbm-3-16499,-53.6157,-0.3622,-0.3622,-0.317,-0.3771
wbm-3-16500,-62.5162,-0.384,-0.384,-0.357,-0.3517
wbm-3-16501,-71.2364,-0.4112,-0.4112,-0.371,-0.4101
wbm-3-16502,-53.0296,-0.3581,-0.3581,-0.371,-0.1841
wbm-3-16503,-56.3758,-0.1787,-0.1787,-0.171,-0.1848
wbm-3-16504,-59.3506,-0.2048,-0.2048,-0.248,-0.2225
wbm-3-16505,-63.8983,-0.1318,-0.1318,-0.114,-0.0827
wbm-3-16506,-63.906,-0.1325,-0.1325,-0.114,-0.1007
wbm-3-16507,-66.4304,-0.0902,-0.0902,-0.094,-0.1147
wbm-3-16508,-62.3205,-0.2196,-0.2196,-0.224,-0.2157
wbm-3-16509,-43.7313,-0.2219,-0.2219,-0.204,-0.2428
wbm-3-16510,-56.1178,-0.1761,-0.1761,-0.215,-0.2017
wbm-3-16511,-33.636,-0.0441,-0.0441,-0.055,-0.0575
wbm-3-16512,-53.9865,0.1233,0.1233,0.118,0.1544
wbm-3-16513,-33.7169,-0.084,-0.084,-0.088,-0.0987
wbm-3-16514,-53.6501,0.1395,0.1395,0.137,0.1835
wbm-3-16515,-50.8844,0.124,0.124,0.096,0.1857
wbm-3-16516,-38.3225,-0.1119,-0.1119,-0.129,-0.1463
wbm-3-16517,-51.9128,-0.1099,-0.1099,0.001,-0.0715
wbm-3-16518,-35.008,-0.1181,-0.1181,-0.14,-0.1325
wbm-3-16519,-35.1031,-0.1404,-0.1404,-0.161,-0.1547
wbm-3-16520,-35.0252,-0.125,-0.125,-0.151,-0.1444
wbm-3-16521,-31.9047,0.09,0.09,0.146,0.1139
wbm-3-16522,-34.5431,0.0143,0.0143,0.005,0.0447
wbm-3-16523,-35.1895,-0.1626,-0.1626,-0.183,-0.194
wbm-3-16524,-34.4655,-0.0008,-0.0008,-0.03,-0.0007
wbm-3-16525,-42.1479,0.0821,0.0821,0.026,0.016
wbm-3-16526,-34.2874,0.0311,0.0311,-0.003,0.0939
wbm-3-16527,-43.4191,0.0903,0.0903,0.136,0.1402
wbm-3-16528,-34.6891,-0.0463,-0.0463,-0.074,-0.0521
wbm-3-16529,-29.9297,0.2421,0.2421,0.252,0.2938
wbm-3-16530,-37.3831,-0.046,-0.046,-0.121,-0.1746
wbm-3-16531,-62.7696,-0.1574,-0.1574,-0.145,-0.1368
wbm-3-16532,-56.0205,-0.2047,-0.2047,-0.163,-0.2513
wbm-3-16533,-74.9154,0.329,0.329,0.311,0.2913
wbm-3-16534,-40.33,-0.0303,-0.0303,-0.014,-0.0161
wbm-3-16535,-40.4596,-0.0584,-0.0584,-0.041,-0.0601
wbm-3-16536,-45.3541,0.0799,0.0799,0.588,0.0917
wbm-3-16537,-40.8073,0.2457,0.2457,0.362,0.1605
wbm-3-16538,-46.3249,-0.1377,-0.1377,-0.165,-0.1133
wbm-3-16539,-40.356,-0.0387,-0.0387,-0.028,-0.0404
wbm-3-16540,-46.6422,0.1133,0.1133,0.178,0.4823
wbm-3-16541,-40.4521,0.1406,0.0803,0.23,0.3415
wbm-3-16542,-37.372,0.1535,0.1535,0.142,0.171
wbm-3-16543,-39.8843,0.0989,0.0989,0.148,0.1017
wbm-3-16544,-40.5174,-0.0758,-0.0758,-0.073,-0.107
wbm-3-16545,-45.5085,0.0675,0.0675,0.067,0.0107
wbm-3-16546,-44.0482,0.2651,0.2651,0.344,0.359
wbm-3-16547,-44.8444,0.0866,0.0592,0.097,0.0612
wbm-3-16548,-48.2252,0.044,0.044,0.041,0.0193
wbm-3-16549,-58.1419,0.2823,0.2823,0.289,0.3782
wbm-3-16550,-40.226,0.011,0.011,-0.052,-0.0429
wbm-3-16551,-48.6304,0.1965,0.1965,0.275,0.1097
wbm-3-16552,-41.5252,0.2654,0.2654,0.394,0.1758
wbm-3-16553,-39.9737,0.0477,0.0477,0.069,0.1054
wbm-3-16554,-38.6552,0.1493,0.1493,0.094,0.0984
wbm-3-16555,-37.4014,0.2267,0.1664,0.358,0.4481
wbm-3-16556,-40.3833,-0.061,-0.061,-0.054,-0.0877
wbm-3-16557,-39.2147,0.2109,0.2109,0.268,0.1854
wbm-3-16558,-40.3747,0.0794,0.0519,0.14,0.071
wbm-3-16559,-71.8772,-0.4234,-0.4234,-0.436,-0.4619
wbm-3-16560,-70.7028,-0.4373,-0.4373,-0.454,-0.4795
wbm-3-16561,-70.6761,-0.4384,-0.4384,-0.455,-0.4779
wbm-3-16562,-70.6506,-0.4347,-0.4347,-0.455,-0.4793
wbm-3-16563,-70.8322,-0.4191,-0.4191,-0.415,-0.4217
wbm-3-16564,-70.5497,-0.4311,-0.4311,-0.452,-0.4809
wbm-3-16565,-70.5356,-0.4074,-0.4074,-0.42,-0.4424
wbm-3-16566,-77.2674,-0.2758,-0.2758,-0.231,-0.3367
wbm-3-16567,-70.4599,-0.3993,-0.3993,-0.408,-0.4261
wbm-3-16568,-70.586,-0.4165,-0.4165,-0.436,-0.463
wbm-3-16569,-70.7504,-0.4391,-0.4391,-0.452,-0.4778
wbm-3-16570,-73.5968,-0.4452,-0.4452,-0.423,-0.4129
wbm-3-16571,-70.564,-0.4365,-0.4365,-0.455,-0.4815
wbm-3-16572,-76.1928,-0.3287,-0.3287,-0.3,-0.3622
wbm-3-16573,-72.473,-0.4291,-0.4291,-0.452,-0.4688
wbm-3-16574,-74.3464,-0.4102,-0.4102,-0.395,-0.42
wbm-3-16575,-46.9313,0.2359,0.2359,0.273,0.1154
wbm-3-16576,-50.0845,0.2001,0.2001,0.298,0.0826
wbm-3-16577,-61.3304,-0.0885,-0.0885,-0.023,-0.1708
wbm-3-16578,-71.7696,-0.3077,-0.3077,-0.319,-0.3651
wbm-3-16579,-69.3944,-0.34,-0.34,-0.341,-0.3686
wbm-3-16580,-69.3131,-0.33,-0.33,-0.338,-0.3662
wbm-3-16581,-68.8856,-0.2573,-0.2573,-0.275,-0.3239
wbm-3-16582,-82.1493,0.0241,0.0241,0.043,-0.1624
wbm-3-16583,-68.8231,-0.2493,-0.2493,-0.257,-0.2981
wbm-3-16584,-85.6417,-0.0534,-0.0534,-0.2,-0.2021
wbm-3-16585,-69.1204,-0.2877,-0.2877,-0.301,-0.306
wbm-3-16586,-60.9669,-0.0972,-0.0972,-0.061,-0.1138
wbm-3-16587,-74.6764,-0.3027,-0.3027,-0.304,-0.3467
wbm-3-16588,-69.2495,-0.3436,-0.3436,-0.342,-0.3724
wbm-3-16589,-80.3933,-0.1174,-0.1174,-0.159,-0.2197
wbm-3-16590,-73.1187,-0.3334,-0.3334,-0.334,-0.3572
wbm-3-16591,-77.2268,-0.3284,-0.3284,-0.31,-0.3524
wbm-3-16592,-54.5632,0.1677,0.1677,0.139,0.2366
wbm-3-16593,-56.2276,0.2204,0.2204,0.383,0.587
wbm-3-16594,-63.3856,-0.2092,-0.279,-0.074,-0.08
wbm-3-16595,-63.3592,-0.2413,-0.3111,-0.204,-0.1578
wbm-3-16596,-46.2668,0.0731,0.0457,0.098,0.0607
wbm-3-16597,-65.5352,-0.1494,-0.1494,-0.089,-0.1244
wbm-3-16598,-65.7538,-0.1094,-0.1094,-0.057,-0.1692
wbm-3-16599,-56.1234,0.1835,0.1835,0.351,0.5136
wbm-3-16600,-51.045,0.3254,0.3254,0.335,0.3089
wbm-3-16601,-69.2003,-0.0864,-0.0864,0.056,-0.0262
wbm-3-16602,-62.1044,0.0752,0.0752,0.024,0.0116
wbm-3-16603,-62.3686,0.2072,0.2072,0.066,0.027
wbm-3-16604,-54.4192,0.1806,0.0868,0.205,0.4341
wbm-3-16605,-60.6129,0.1322,0.1322,0.165,0.2372
wbm-3-16606,-62.0927,0.0615,0.0615,0.017,0.0117
wbm-3-16607,-69.9217,0.1347,0.1347,0.063,0.0897
wbm-3-16608,-69.2576,-0.0593,-0.0593,-0.031,-0.0094
wbm-3-16609,-68.314,-0.0174,-0.0174,-0.022,-0.0316
wbm-3-16610,-15.8139,0.4319,0.4319,0.203,0.3685
wbm-3-16611,-24.5719,0.6174,0.6174,0.085,0.3013
wbm-3-16612,-33.492,0.232,0.232,0.299,0.3437
wbm-3-16613,-46.3748,0.1386,0.1386,0.155,0.058
wbm-3-16614,-43.632,0.0012,0.0012,0.052,0.0185
wbm-3-16615,-43.6377,-0.0124,-0.0124,0.04,0.0356
wbm-3-16616,-28.3325,0.5481,0.5481,0.07,0.2228
wbm-3-16617,-59.6921,0.1118,0.1118,0.164,0.0081
wbm-3-16618,-37.7021,0.0977,0.0977,-0.137,-0.1249
wbm-3-16619,-71.8156,0.0262,0.0262,0.062,0.0204
wbm-3-16620,-43.9911,0.0711,0.0711,0.118,0.0269
wbm-3-16621,-34.1887,0.412,0.412,0.367,0.2256
wbm-3-16622,-65.6628,0.3337,0.3337,0.509,0.207
wbm-3-16623,-36.3049,0.5173,0.5173,0.587,0.6623
wbm-3-16624,-43.3152,0.0945,0.0945,0.128,0.0295
wbm-3-16625,-69.3678,0.362,0.362,0.271,0.3253
wbm-3-16626,-43.4362,0.0603,0.0603,0.09,0.0283
wbm-3-16627,-50.9541,0.1234,0.1234,0.132,0.1255
wbm-3-16628,-60.24,0.3841,0.3841,0.496,0.4973
wbm-3-16629,-47.9841,-0.7455,-0.7455,-0.678,-0.7076
wbm-3-16630,-51.2843,-0.8206,-0.8206,-0.859,-0.8768
